id,nombre,ingreso_mensual,nivel_endeudamiento,frecuencia_ahorro,perfil_financiero
1975,Juan,5112,2,Alta,Saludable
1976,Marta,2018,58,Baja,En riesgo
1977,Maria,4681,75,Media,En observacion
1978,Pedro,1698,48,Media,En riesgo
1979,Lucia,4373,58,Media,En observacion
1980,Luis,5738,30,Alta,Saludable
1981,Ana,2974,68,Alta,En observacion
1982,Maria,3985,61,Ninguna,En riesgo
1983,Laura,4549,51,Media,En observacion
1984,Luis,4219,88,Media,En observacion
1985,Valentina,802,40,Alta,En riesgo
1986,Laura,4452,30,Alta,Saludable
1987,Miguel,5183,84,Baja,En riesgo
1988,Diego,1486,83,Media,En riesgo
1989,Jose,2363,21,Media,En observacion
1990,Martin,4940,3,Media,Saludable
1991,Diego,5409,12,Baja,Saludable
1992,Marta,3572,44,Alta,En observacion
1993,Lucia,5906,41,Alta,En observacion
1994,Jose,3624,48,Media,En observacion
1995,Martin,1827,19,Media,En observacion
1996,Ana,5688,76,Media,En observacion
1997,Miguel,2908,80,Baja,En riesgo
1998,Juan,4173,53,Baja,En observacion
1999,Camila,3791,35,Baja,En observacion
2000,Juan,4533,0,Media,Saludable
2001,Diego,5605,14,Alta,Saludable
2002,Claudia,1203,76,Media,En riesgo
2003,Ana,1074,16,Ninguna,En observacion
2004,Jorge,3732,23,Media,En observacion
2005,Pedro,5708,57,Baja,En observacion
2006,Sofia,5283,71,Alta,En observacion
2007,Jorge,3132,22,Media,En observacion
2008,Jose,4328,45,Alta,En observacion
2009,Diego,3730,71,Media,En observacion
2010,Marta,988,7,Ninguna,En riesgo
2011,Laura,1847,58,Ninguna,En riesgo
2012,Jose,4181,89,Media,En observacion
2013,Claudia,3673,58,Media,En observacion
2014,Elena,5089,12,Ninguna,En observacion
2015,Alejandro,2167,38,Baja,En observacion
2016,Claudia,2137,27,Alta,En observacion
2017,Valentina,4614,88,Media,En observacion
2018,Martin,4053,60,Media,En observacion
2019,Carlos,1500,15,Media,En observacion
2020,Juan,1350,1,Media,En observacion
2021,Alejandro,1888,81,Media,En riesgo
2022,Ana,5950,16,Media,Saludable
2023,Marta,4212,29,Alta,Saludable
2024,Claudia,1867,12,Media,En observacion
2025,Jorge,1321,81,Baja,En riesgo
2026,Martin,954,12,Baja,En observacion
2027,Sofia,2124,42,Media,En observacion
2028,Jorge,3272,84,Ninguna,En riesgo
2029,Camila,4226,20,Ninguna,En observacion
2030,Luis,3647,54,Media,En observacion
2031,Valentina,4589,80,Alta,En observacion
2032,Miguel,5306,39,Baja,En observacion
2033,Claudia,2690,82,Baja,En riesgo
2034,Martin,1416,14,Ninguna,En observacion
2035,Miguel,4486,72,Ninguna,En riesgo
2036,Maria,3375,51,Baja,En riesgo
2037,Lucia,1940,73,Media,En riesgo
2038,Martin,4900,52,Alta,En observacion
2039,Marta,1235,86,Media,En riesgo
2040,Martin,4068,51,Media,En observacion
2041,Camila,3838,29,Baja,En observacion
2042,Diego,3515,32,Media,En observacion
2043,Luis,3389,56,Baja,En riesgo
2044,Juan,1461,51,Media,En riesgo
2045,Lucia,3489,8,Media,Saludable
2046,Elena,4348,53,Alta,En observacion
2047,Martin,1526,0,Media,En observacion
2048,Alejandro,4365,43,Baja,En observacion
2049,Juan,3363,74,Baja,En riesgo
2050,Juan,3001,79,Ninguna,En riesgo
2051,Jorge,2447,8,Media,Saludable
2052,Elena,1677,31,Media,En observacion
2053,Lucia,5260,14,Media,Saludable
2054,Lucia,511,11,Media,En observacion
2055,Juan,5752,77,Ninguna,En riesgo
2056,Elena,4899,56,Baja,En observacion
2057,Carlos,3864,7,Ninguna,En observacion
2058,Laura,3522,71,Media,En observacion
2059,Alejandro,3871,26,Ninguna,En observacion
2060,Alejandro,3330,61,Alta,En observacion
2061,Alejandro,542,11,Ninguna,En riesgo
2062,Ana,1443,64,Media,En riesgo
2063,Camila,2890,41,Media,En observacion
2064,Alejandro,5945,61,Media,En observacion
2065,Laura,3045,10,Ninguna,En observacion
2066,Maria,2911,42,Alta,En observacion
2067,Ana,5486,16,Media,Saludable
2068,Lucia,1504,31,Ninguna,En riesgo
2069,Pedro,520,84,Media,En riesgo
2070,Marta,906,84,Alta,En riesgo
2071,Pedro,1514,39,Media,En observacion
2072,Valentina,4931,22,Media,En observacion
2073,Camila,2338,55,Ninguna,En riesgo
2074,Alejandro,3688,5,Baja,Saludable
2075,Diego,5743,85,Media,En observacion
2076,Camila,1214,49,Ninguna,En riesgo
2077,Laura,4646,36,Media,En observacion
2078,Jorge,4354,63,Alta,En observacion
2079,Valentina,4919,53,Media,En observacion
2080,Marta,5384,71,Media,En observacion
2081,Martin,640,48,Alta,En riesgo
2082,Jorge,5065,10,Ninguna,En observacion
2083,Claudia,5382,87,Baja,En riesgo
2084,Laura,5953,48,Media,En observacion
2085,Juan,1463,20,Media,En observacion
2086,Sofia,872,65,Baja,En riesgo
2087,Valentina,4135,62,Ninguna,En riesgo
2088,Maria,3041,82,Ninguna,En riesgo
2089,Marta,4110,27,Media,En observacion
2090,Claudia,2192,16,Baja,En observacion
2091,Diego,5775,5,Media,Saludable
2092,Carlos,605,18,Media,En observacion
2093,Ana,2181,55,Alta,En observacion
2094,Maria,4597,27,Alta,Saludable
2095,Sofia,4516,65,Media,En observacion
2096,Laura,3136,37,Media,En observacion
2097,Marta,2637,36,Alta,En observacion
2098,Jose,3916,67,Baja,En riesgo
2099,Valentina,4945,85,Alta,En observacion
2100,Elena,4030,89,Media,En observacion
2101,Sofia,1786,48,Media,En riesgo
2102,Miguel,3679,42,Ninguna,En riesgo
2103,Martin,5658,35,Media,En observacion
2104,Valentina,4154,57,Alta,En observacion
2105,Lucia,2859,12,Media,Saludable
2106,Elena,944,51,Baja,En riesgo
2107,Carlos,5547,57,Ninguna,En riesgo
2108,Pedro,535,31,Media,En riesgo
2109,Miguel,5703,80,Media,En observacion
2110,Marta,1975,59,Ninguna,En riesgo
2111,Marta,4457,82,Alta,En observacion
2112,Sofia,2298,57,Baja,En riesgo
2113,Pedro,2345,55,Media,En observacion
2114,Lucia,1908,27,Alta,En observacion
2115,Maria,5791,0,Media,Saludable
2116,Jorge,5995,41,Media,En observacion
2117,Claudia,2208,81,Baja,En riesgo
2118,Miguel,5981,47,Ninguna,En riesgo
2119,Diego,3438,39,Media,En observacion
2120,Maria,1800,62,Baja,En riesgo
2121,Martin,1743,75,Alta,En riesgo
2122,Luis,4476,71,Media,En observacion
2123,Jose,3597,87,Alta,En observacion
2124,Alejandro,5116,79,Ninguna,En riesgo
2125,Pedro,509,3,Baja,En observacion
2126,Maria,5579,37,Baja,En observacion
2127,Marta,2925,26,Baja,En observacion
2128,Claudia,2160,8,Baja,En observacion
2129,Miguel,3131,15,Ninguna,En observacion
2130,Juan,5315,55,Baja,En observacion
2131,Jorge,1572,75,Ninguna,En riesgo
2132,Lucia,3725,30,Media,En observacion
2133,Jorge,5454,87,Alta,En observacion
2134,Valentina,1816,13,Media,En observacion
2135,Carlos,4645,24,Alta,Saludable
2136,Juan,4183,33,Media,En observacion
2137,Miguel,3773,66,Media,En observacion
2138,Jorge,645,23,Baja,En riesgo
2139,Luis,5510,72,Alta,En observacion
2140,Jorge,3540,25,Alta,Saludable
2141,Luis,1962,19,Media,En observacion
2142,Alejandro,5176,63,Ninguna,En riesgo
2143,Valentina,2084,9,Media,Saludable
2144,Laura,982,82,Media,En riesgo
2145,Sofia,3679,66,Baja,En riesgo
2146,Miguel,1749,23,Baja,En riesgo
2147,Camila,5268,4,Media,Saludable
2148,Ana,1130,66,Media,En riesgo
2149,Maria,1161,57,Media,En riesgo
2150,Lucia,4003,26,Ninguna,En observacion
2151,Carlos,3352,79,Alta,En observacion
2152,Pedro,2966,14,Media,Saludable
2153,Laura,1487,34,Alta,En observacion
2154,Lucia,2046,75,Media,En riesgo
2155,Marta,1149,52,Baja,En riesgo
2156,Maria,1468,43,Media,En riesgo
2157,Martin,3137,25,Alta,En observacion
2158,Jorge,1600,46,Media,En riesgo
2159,Juan,940,33,Alta,En observacion
2160,Lucia,5516,86,Alta,En observacion
2161,Luis,1269,49,Baja,En riesgo
2162,Jorge,1843,83,Baja,En riesgo
2163,Valentina,4858,11,Ninguna,En observacion
2164,Claudia,4229,86,Ninguna,En riesgo
2165,Pedro,4406,3,Baja,Saludable
2166,Miguel,2077,86,Alta,En observacion
2167,Carlos,4508,47,Baja,En observacion
2168,Marta,5594,54,Baja,En observacion
2169,Juan,3851,0,Baja,Saludable
2170,Marta,5295,88,Media,En observacion
2171,Claudia,2849,65,Media,En riesgo
2172,Alejandro,4102,29,Baja,En observacion
2173,Sofia,1741,2,Baja,En observacion
2174,Claudia,1625,20,Ninguna,En observacion
2175,Miguel,3101,88,Alta,En observacion
2176,Maria,1690,83,Media,En riesgo
2177,Martin,5601,48,Media,En observacion
2178,Pedro,4631,85,Baja,En riesgo
2179,Jorge,5339,84,Alta,En observacion
2180,Juan,4948,61,Alta,En observacion
2181,Lucia,572,37,Ninguna,En riesgo
2182,Jorge,5972,14,Alta,Saludable
2183,Jose,2414,51,Baja,En riesgo
2184,Laura,5689,78,Media,En observacion
2185,Marta,2972,45,Baja,En riesgo
2186,Camila,3546,24,Media,En observacion
2187,Martin,1207,20,Ninguna,En observacion
2188,Martin,2304,87,Ninguna,En riesgo
2189,Ana,4213,4,Alta,Saludable
2190,Luis,5551,69,Alta,En observacion
2191,Elena,3064,46,Media,En observacion
2192,Camila,2975,86,Baja,En riesgo
2193,Laura,4110,67,Ninguna,En riesgo
2194,Elena,4755,17,Media,Saludable
2195,Juan,3323,20,Baja,En observacion
2196,Jose,2235,85,Alta,En observacion
2197,Valentina,2085,22,Baja,En observacion
2198,Marta,566,63,Ninguna,En riesgo
2199,Valentina,3561,66,Media,En observacion
2200,Sofia,2928,39,Media,En observacion
2201,Laura,4653,9,Alta,Saludable
2202,Laura,841,88,Media,En riesgo
2203,Luis,5749,51,Media,En observacion
2204,Laura,3274,71,Alta,En observacion
2205,Valentina,5791,74,Media,En observacion
2206,Lucia,3317,60,Media,En observacion
2207,Carlos,3161,63,Media,En riesgo
2208,Sofia,1732,4,Media,En observacion
2209,Diego,4374,52,Alta,En observacion
2210,Luis,2901,54,Baja,En riesgo
2211,Maria,1994,36,Baja,En riesgo
2212,Maria,4711,55,Media,En observacion
2213,Pedro,1161,58,Alta,En observacion
2214,Martin,4383,68,Baja,En riesgo
2215,Laura,4119,72,Ninguna,En riesgo
2216,Claudia,2368,58,Media,En observacion
2217,Maria,2834,1,Media,Saludable
2218,Laura,3874,64,Alta,En observacion
2219,Camila,1516,59,Media,En riesgo
2220,Juan,4906,50,Alta,En observacion
2221,Ana,707,29,Media,En riesgo
2222,Jorge,3165,10,Baja,En observacion
2223,Claudia,2993,75,Media,En riesgo
2224,Jose,1132,38,Media,En observacion
2225,Laura,2602,89,Media,En riesgo
2226,Miguel,3459,76,Media,En riesgo
2227,Luis,3583,71,Alta,En observacion
2228,Martin,5252,62,Alta,En observacion
2229,Luis,2431,63,Ninguna,En riesgo
2230,Maria,4219,60,Alta,En observacion
2231,Diego,3062,53,Baja,En riesgo
2232,Lucia,2179,72,Ninguna,En riesgo
2233,Valentina,736,57,Media,En riesgo
2234,Elena,4943,84,Media,En observacion
2235,Alejandro,5225,55,Media,En observacion
2236,Elena,2040,33,Ninguna,En riesgo
2237,Sofia,4443,30,Ninguna,En observacion
2238,Martin,5867,51,Baja,En observacion
2239,Carlos,863,88,Alta,En riesgo
2240,Laura,2868,75,Baja,En riesgo
2241,Martin,785,0,Media,En observacion
2242,Jose,648,54,Media,En riesgo
2243,Sofia,5703,21,Alta,Saludable
2244,Juan,4537,39,Alta,Saludable
2245,Jorge,5051,0,Baja,Saludable
2246,Ana,2266,64,Media,En riesgo
2247,Pedro,5395,62,Media,En observacion
2248,Elena,5780,53,Media,En observacion
2249,Luis,1512,41,Ninguna,En riesgo
2250,Jose,3331,20,Baja,En observacion
2251,Martin,3007,78,Media,En riesgo
2252,Luis,2023,80,Alta,En observacion
2253,Camila,3285,21,Media,En observacion
2254,Carlos,3056,37,Ninguna,En riesgo
2255,Luis,4225,79,Media,En observacion
2256,Miguel,5076,7,Media,Saludable
2257,Alejandro,2101,61,Media,En riesgo
2258,Marta,2908,46,Media,En observacion
2259,Sofia,840,16,Baja,En observacion
2260,Jorge,3317,16,Media,Saludable
2261,Marta,2996,89,Alta,En observacion
2262,Carlos,5430,12,Alta,Saludable
2263,Juan,5799,16,Media,Saludable
2264,Diego,2225,37,Ninguna,En riesgo
2265,Diego,2189,80,Media,En riesgo
2266,Martin,3767,77,Ninguna,En riesgo
2267,Maria,4906,44,Baja,En observacion
2268,Diego,761,5,Media,En observacion
2269,Alejandro,1942,34,Alta,En observacion
2270,Jorge,905,13,Alta,En observacion
2271,Luis,2690,71,Baja,En riesgo
2272,Diego,4937,60,Alta,En observacion
2273,Jorge,5935,14,Media,Saludable
2274,Juan,743,53,Media,En riesgo
2275,Miguel,5085,26,Baja,En observacion
2276,Ana,4607,12,Alta,Saludable
2277,Ana,1060,30,Media,En observacion
2278,Camila,4637,34,Media,En observacion
2279,Laura,3225,59,Media,En observacion
2280,Lucia,1093,5,Baja,En observacion
2281,Claudia,2326,68,Alta,En observacion
2282,Camila,3729,85,Baja,En riesgo
2283,Marta,3787,57,Baja,En observacion
2284,Carlos,4573,48,Media,En observacion
2285,Elena,633,22,Baja,En riesgo
2286,Juan,3638,88,Media,En observacion
2287,Laura,4419,33,Alta,Saludable
2288,Miguel,5543,25,Baja,En observacion
2289,Pedro,572,46,Media,En riesgo
2290,Ana,4994,4,Baja,Saludable
2291,Elena,4725,89,Media,En observacion
2292,Marta,3478,19,Ninguna,En observacion
2293,Elena,4861,5,Media,Saludable
2294,Carlos,2485,69,Alta,En observacion
2295,Martin,1292,58,Media,En riesgo
2296,Elena,5908,63,Baja,En riesgo
2297,Valentina,4759,17,Baja,Saludable
2298,Carlos,594,3,Media,En observacion
2299,Alejandro,1633,16,Ninguna,En observacion
2300,Carlos,5417,13,Media,Saludable
2301,Claudia,737,77,Media,En riesgo
2302,Luis,3446,12,Ninguna,En observacion
2303,Laura,3030,6,Ninguna,En observacion
2304,Diego,2460,43,Baja,En riesgo
2305,Juan,1548,14,Ninguna,En observacion
2306,Jorge,3029,18,Alta,Saludable
2307,Carlos,3464,62,Ninguna,En riesgo
2308,Alejandro,1463,34,Media,En observacion
2309,Jose,1036,80,Alta,En riesgo
2310,Marta,4723,34,Media,En observacion
2311,Lucia,4179,18,Media,Saludable
2312,Carlos,4687,19,Media,Saludable
2313,Alejandro,4224,34,Media,En observacion
2314,Lucia,1042,31,Alta,En observacion
2315,Sofia,1345,47,Media,En riesgo
2316,Jorge,4103,43,Media,En observacion
2317,Claudia,3536,23,Media,En observacion
2318,Laura,2994,60,Media,En observacion
2319,Carlos,4985,16,Baja,Saludable
2320,Ana,3219,70,Ninguna,En riesgo
2321,Juan,2384,49,Baja,En riesgo
2322,Jorge,4638,64,Media,En observacion
2323,Ana,4849,31,Baja,En observacion
2324,Jose,3701,35,Alta,Saludable
2325,Alejandro,5679,12,Alta,Saludable
2326,Jose,3210,69,Media,En riesgo
2327,Claudia,2453,57,Baja,En riesgo
2328,Jose,5237,13,Media,Saludable
2329,Lucia,4350,36,Alta,Saludable
2330,Claudia,1189,78,Alta,En riesgo
2331,Diego,5872,67,Ninguna,En riesgo
2332,Laura,2450,39,Baja,En observacion
2333,Carlos,5675,58,Media,En observacion
2334,Carlos,956,79,Media,En riesgo
2335,Camila,5578,15,Media,Saludable
2336,Marta,2630,61,Baja,En riesgo
2337,Carlos,4476,3,Media,Saludable
2338,Laura,5718,44,Ninguna,En riesgo
2339,Jose,4744,89,Media,En observacion
2340,Sofia,5948,27,Baja,En observacion
2341,Lucia,1679,65,Alta,En riesgo
2342,Camila,4785,30,Media,En observacion
2343,Jose,4065,2,Media,Saludable
2344,Claudia,1382,7,Media,En observacion
2345,Marta,899,23,Alta,En observacion
2346,Valentina,1108,14,Baja,En observacion
2347,Jorge,2138,42,Media,En observacion
2348,Carlos,2648,30,Baja,En observacion
2349,Miguel,1882,72,Baja,En riesgo
2350,Elena,1903,44,Media,En riesgo
2351,Valentina,1319,65,Baja,En riesgo
2352,Elena,3792,7,Baja,Saludable
2353,Luis,1319,70,Media,En riesgo
2354,Elena,919,56,Baja,En riesgo
2355,Sofia,4719,79,Media,En observacion
2356,Miguel,5017,29,Media,En observacion
2357,Miguel,3802,73,Baja,En riesgo
2358,Alejandro,2008,17,Media,Saludable
2359,Camila,1267,68,Media,En riesgo
2360,Lucia,2544,38,Media,En observacion
2361,Alejandro,2639,59,Baja,En riesgo
2362,Sofia,3529,42,Ninguna,En riesgo
2363,Lucia,2049,44,Media,En observacion
2364,Camila,2264,22,Baja,En observacion
2365,Miguel,3145,68,Ninguna,En riesgo
2366,Carlos,4216,5,Alta,Saludable
2367,Laura,5105,55,Media,En observacion
2368,Miguel,5802,3,Baja,Saludable
2369,Marta,4981,22,Baja,En observacion
2370,Martin,2793,5,Ninguna,En observacion
2371,Alejandro,5337,31,Media,En observacion
2372,Jose,3208,17,Alta,Saludable
2373,Marta,1400,14,Media,En observacion
2374,Luis,3584,39,Media,En observacion
2375,Luis,2509,72,Media,En riesgo
2376,Elena,741,73,Baja,En riesgo
2377,Valentina,2885,83,Alta,En observacion
2378,Sofia,4768,5,Baja,Saludable
2379,Luis,1171,62,Media,En riesgo
2380,Pedro,663,66,Media,En riesgo
2381,Marta,964,10,Alta,En observacion
2382,Elena,3542,42,Media,En observacion
2383,Luis,5092,16,Alta,Saludable
2384,Diego,5295,3,Ninguna,En observacion
2385,Ana,2942,62,Baja,En riesgo
2386,Ana,5298,67,Media,En observacion
2387,Marta,2855,80,Media,En riesgo
2388,Martin,4778,40,Ninguna,En riesgo
2389,Miguel,5224,82,Media,En observacion
2390,Ana,3057,4,Alta,Saludable
2391,Lucia,1045,31,Media,En observacion
2392,Marta,5219,85,Ninguna,En riesgo
2393,Ana,4335,69,Alta,En observacion
2394,Lucia,1093,34,Media,En observacion
2395,Luis,5339,21,Ninguna,En observacion
2396,Marta,4304,64,Alta,En observacion
2397,Marta,1959,83,Alta,En riesgo
2398,Laura,3993,21,Media,En observacion
2399,Diego,3101,10,Ninguna,En observacion
2400,Ana,2944,76,Media,En riesgo
2401,Elena,3172,2,Ninguna,En observacion
2402,Ana,4700,8,Baja,Saludable
2403,Claudia,516,59,Alta,En riesgo
2404,Laura,3691,75,Ninguna,En riesgo
2405,Ana,892,86,Media,En riesgo
2406,Valentina,924,13,Media,En observacion
2407,Jorge,1071,17,Media,En observacion
2408,Jorge,4131,72,Media,En observacion
2409,Elena,1620,22,Alta,En observacion
2410,Valentina,741,73,Alta,En riesgo
2411,Juan,4397,82,Media,En observacion
2412,Marta,4595,46,Baja,En observacion
2413,Miguel,2779,68,Media,En riesgo
2414,Luis,1288,46,Ninguna,En riesgo
2415,Lucia,1214,86,Media,En riesgo
2416,Lucia,5354,29,Media,En observacion
2417,Carlos,3349,24,Alta,En observacion
2418,Marta,1275,27,Alta,En observacion
2419,Claudia,4526,24,Media,En observacion
2420,Ana,2747,73,Baja,En riesgo
2421,Juan,578,77,Ninguna,En riesgo
2422,Ana,4426,57,Ninguna,En riesgo
2423,Juan,1355,40,Media,En riesgo
2424,Sofia,2648,24,Ninguna,En riesgo
2425,Luis,1531,77,Media,En riesgo
2426,Maria,5440,47,Alta,En observacion
2427,Claudia,3771,9,Ninguna,En observacion
2428,Martin,4076,74,Baja,En riesgo
2429,Pedro,4682,10,Alta,Saludable
2430,Jose,3956,84,Media,En observacion
2431,Ana,4006,20,Media,Saludable
2432,Luis,907,85,Baja,En riesgo
2433,Lucia,3211,44,Media,En observacion
2434,Jose,3588,6,Ninguna,En observacion
2435,Juan,2168,80,Alta,En observacion
2436,Laura,647,63,Media,En riesgo
2437,Camila,4827,63,Media,En observacion
2438,Jose,4397,1,Media,Saludable
2439,Martin,2450,75,Media,En riesgo
2440,Sofia,865,41,Baja,En riesgo
2441,Jorge,2174,81,Ninguna,En riesgo
2442,Camila,5031,53,Ninguna,En riesgo
2443,Valentina,4994,74,Baja,En riesgo
2444,Marta,5830,15,Ninguna,En observacion
2445,Maria,3046,17,Media,Saludable
2446,Luis,1062,58,Baja,En riesgo
2447,Valentina,4062,89,Media,En observacion
2448,Carlos,2989,15,Media,Saludable
2449,Martin,5880,5,Media,Saludable
2450,Marta,1272,56,Media,En riesgo
2451,Lucia,2537,46,Media,En observacion
2452,Alejandro,3923,47,Ninguna,En riesgo
2453,Pedro,3067,41,Media,En observacion
2454,Valentina,5939,75,Alta,En observacion
2455,Elena,2073,59,Media,En observacion
2456,Lucia,4194,76,Alta,En observacion
2457,Sofia,5587,3,Alta,Saludable
2458,Miguel,3791,1,Media,Saludable
2459,Miguel,1746,89,Media,En riesgo
2460,Miguel,4219,58,Media,En observacion
2461,Marta,4339,26,Baja,En observacion
2462,Juan,859,26,Baja,En riesgo
2463,Jose,5516,78,Media,En observacion
2464,Luis,2876,71,Media,En riesgo
2465,Luis,3509,6,Media,Saludable
2466,Lucia,3493,62,Baja,En riesgo
2467,Maria,1462,45,Alta,En observacion
2468,Lucia,4132,62,Alta,En observacion
2469,Elena,2327,11,Baja,En observacion
2470,Jose,2113,12,Media,Saludable
2471,Ana,2140,42,Alta,En observacion
2472,Diego,2716,16,Media,Saludable
2473,Carlos,4812,62,Ninguna,En riesgo
2474,Marta,877,80,Ninguna,En riesgo
2475,Jose,4714,35,Baja,En observacion
2476,Ana,4785,84,Media,En observacion
2477,Juan,869,7,Media,En observacion
2478,Marta,2696,68,Ninguna,En riesgo
2479,Alejandro,4247,89,Ninguna,En riesgo
2480,Marta,1151,79,Media,En riesgo
2481,Jose,1269,35,Baja,En riesgo
2482,Sofia,2921,27,Alta,En observacion
2483,Juan,1280,46,Media,En riesgo
2484,Diego,2216,75,Baja,En riesgo
2485,Claudia,4483,29,Media,En observacion
2486,Sofia,1811,22,Ninguna,En riesgo
2487,Martin,3859,15,Alta,Saludable
2488,Laura,5845,13,Media,Saludable
2489,Pedro,1022,73,Ninguna,En riesgo
2490,Alejandro,1021,70,Ninguna,En riesgo
2491,Lucia,5378,51,Alta,En observacion
2492,Alejandro,2820,36,Media,En observacion
2493,Valentina,1435,28,Baja,En riesgo
2494,Miguel,2730,66,Alta,En observacion
2495,Maria,4540,14,Ninguna,En observacion
2496,Elena,5083,46,Ninguna,En riesgo
2497,Laura,5441,45,Alta,En observacion
2498,Marta,4197,51,Alta,En observacion
2499,Pedro,3337,18,Alta,Saludable
2500,Sofia,4583,76,Ninguna,En riesgo
2501,Laura,2961,20,Alta,Saludable
2502,Miguel,3743,63,Media,En observacion
2503,Sofia,3859,36,Media,En observacion
2504,Jorge,1185,26,Media,En observacion
2505,Claudia,2660,54,Alta,En observacion
2506,Sofia,4488,28,Media,En observacion
2507,Miguel,4566,19,Ninguna,En observacion
2508,Claudia,2067,24,Ninguna,En riesgo
2509,Jose,5841,69,Baja,En riesgo
2510,Alejandro,538,62,Alta,En riesgo
2511,Elena,3044,35,Media,En observacion
2512,Valentina,5375,1,Baja,Saludable
2513,Jorge,1756,21,Media,En observacion
2514,Ana,3490,15,Ninguna,En observacion
2515,Martin,2696,17,Baja,En observacion
2516,Alejandro,3968,68,Alta,En observacion
2517,Diego,3208,53,Ninguna,En riesgo
2518,Pedro,801,29,Ninguna,En riesgo
2519,Juan,1146,44,Alta,En observacion
2520,Pedro,5258,18,Media,Saludable
2521,Pedro,2259,86,Media,En riesgo
2522,Camila,4851,33,Media,En observacion
2523,Pedro,1097,12,Alta,Saludable
2524,Sofia,1161,42,Media,En riesgo
2525,Marta,4830,61,Ninguna,En riesgo
2526,Carlos,1868,21,Media,En observacion
2527,Jorge,3081,51,Alta,En observacion
2528,Laura,4368,51,Baja,En observacion
2529,Valentina,4037,35,Media,En observacion
2530,Pedro,5365,72,Ninguna,En riesgo
2531,Luis,4808,18,Media,Saludable
2532,Pedro,5058,37,Alta,Saludable
2533,Martin,782,69,Alta,En riesgo
2534,Ana,4178,78,Baja,En riesgo
2535,Marta,1986,56,Media,En riesgo
2536,Alejandro,4582,19,Baja,Saludable
2537,Laura,4683,8,Media,Saludable
2538,Carlos,5663,31,Media,En observacion
2539,Carlos,960,3,Media,En observacion
2540,Martin,2825,49,Ninguna,En riesgo
2541,Laura,4254,81,Ninguna,En riesgo
2542,Martin,2968,4,Media,Saludable
2543,Martin,2224,19,Media,Saludable
2544,Ana,1876,86,Alta,En riesgo
2545,Lucia,3243,74,Media,En riesgo
2546,Claudia,1014,36,Media,En observacion
2547,Camila,1202,21,Ninguna,En riesgo
2548,Martin,2153,57,Ninguna,En riesgo
2549,Martin,2566,67,Media,En riesgo
2550,Laura,522,43,Media,En riesgo
2551,Pedro,2960,33,Ninguna,En riesgo
2552,Marta,5649,76,Baja,En riesgo
2553,Jorge,1804,41,Alta,En observacion
2554,Carlos,3800,8,Media,Saludable
2555,Maria,5730,6,Media,Saludable
2556,Marta,861,67,Media,En riesgo
2557,Lucia,4227,18,Alta,Saludable
2558,Lucia,1784,30,Alta,En observacion
2559,Jorge,1014,34,Baja,En riesgo
2560,Pedro,948,56,Media,En riesgo
2561,Luis,5843,84,Alta,En observacion
2562,Pedro,2355,60,Media,En observacion
2563,Maria,5469,30,Baja,En observacion
2564,Martin,4062,82,Ninguna,En riesgo
2565,Jorge,3020,52,Media,En observacion
2566,Marta,3581,31,Media,En observacion
2567,Camila,1928,65,Ninguna,En riesgo
2568,Maria,4467,58,Media,En observacion
2569,Luis,1422,9,Media,En observacion
2570,Valentina,3637,1,Media,Saludable
2571,Pedro,2659,65,Alta,En observacion
2572,Jose,5632,59,Media,En observacion
2573,Jose,3047,87,Ninguna,En riesgo
2574,Martin,3479,16,Baja,En observacion
2575,Marta,2781,15,Media,Saludable
2576,Jorge,3149,15,Ninguna,En observacion
2577,Luis,813,45,Alta,En riesgo
2578,Camila,3113,38,Media,En observacion
2579,Marta,3583,30,Media,En observacion
2580,Marta,2756,87,Baja,En riesgo
2581,Marta,1537,0,Alta,Saludable
2582,Elena,3989,10,Media,Saludable
2583,Lucia,3134,84,Baja,En riesgo
2584,Maria,4483,3,Baja,Saludable
2585,Elena,2278,70,Baja,En riesgo
2586,Marta,5610,25,Media,En observacion
2587,Camila,5689,49,Alta,En observacion
2588,Jorge,4395,11,Media,Saludable
2589,Miguel,1624,80,Alta,En riesgo
2590,Claudia,1197,74,Ninguna,En riesgo
2591,Diego,2679,64,Media,En riesgo
2592,Valentina,1904,46,Media,En riesgo
2593,Elena,5751,52,Baja,En observacion
2594,Camila,1543,70,Media,En riesgo
2595,Ana,2429,1,Media,Saludable
2596,Sofia,1513,23,Baja,En riesgo
2597,Sofia,726,3,Ninguna,En riesgo
2598,Marta,2328,18,Baja,En observacion
2599,Laura,5417,25,Alta,Saludable
2600,Martin,2523,74,Media,En riesgo
2601,Juan,5466,39,Baja,En observacion
2602,Valentina,2952,49,Alta,En observacion
2603,Laura,2585,42,Media,En observacion
2604,Ana,4783,74,Ninguna,En riesgo
2605,Juan,1580,66,Alta,En riesgo
2606,Ana,5536,11,Baja,Saludable
2607,Ana,2820,66,Media,En riesgo
2608,Ana,3690,26,Media,En observacion
2609,Martin,3130,53,Alta,En observacion
2610,Diego,3063,65,Baja,En riesgo
2611,Alejandro,3792,48,Media,En observacion
2612,Jorge,5121,15,Media,Saludable
2613,Ana,4086,1,Baja,Saludable
2614,Luis,4931,59,Baja,En observacion
2615,Jorge,5674,53,Ninguna,En riesgo
2616,Marta,3447,29,Media,En observacion
2617,Luis,4459,83,Media,En observacion
2618,Sofia,3313,37,Ninguna,En riesgo
