id,nombre,ingreso_mensual,nivel_endeudamiento,frecuencia_ahorro,perfil_financiero,split
1545,Valerio,4870.24,17.67,Baja,En observacion,train
1546,Cornelio,3192.41,21.54,Baja,En observacion,test
1547,Begoña,4320.97,20.5,Media,Saludable,val
1548,Visitación,3425.79,16.69,Baja,En observacion,val
1549,Yago,1651.94,27.9,Media,En riesgo,train
1550,Albino,3716.03,16.12,Media,Saludable,val
1551,Lorenza,4829.91,17.56,Media,Saludable,train
1552,Ernesto,3605.64,18.69,Media,Saludable,train
1553,Sebastián,4367.16,19.8,Baja,En observacion,val
1554,Sabina,4594.72,16.49,Baja,En observacion,val
1555,Fátima,2298.28,23.56,Media,En observacion,train
1556,Fabián,2242.16,28.05,Media,En riesgo,test
1557,Carlito,3638.43,20.78,Baja,En observacion,test
1558,Adora,2938.6,19.75,Baja,En observacion,train
1559,Merche,4439.51,16.8,Media,Saludable,val
1560,Juan Manuel,4650.08,18.53,Media,Saludable,train
1561,Nilo,2736.97,23.85,Media,En observacion,train
1562,Estrella,2329.05,23.18,Media,En observacion,train
1563,Jimena,4231.84,19.64,Media,Saludable,train
1564,Rómulo,2461.82,22.9,Media,En observacion,train
1565,Florentina,4379.15,19.22,Media,Saludable,train
1566,Cecilio,2983.08,19.96,Baja,En observacion,train
1567,Reyes,3836.42,18.34,Media,Saludable,train
1568,Nando,1834.37,27.4,Media,En riesgo,test
1569,Reyes,3683.51,18.58,Media,Saludable,val
1570,Ileana,3081.19,22.26,Baja,En observacion,test
1571,Rosa María,3553.13,18.1,Media,Saludable,train
1572,Bibiana,2088.05,24.55,Media,En observacion,train
1573,Ricardo,4079.06,18.38,Media,Saludable,train
1574,Maximiliano,4519.79,19.19,Media,Saludable,val
1575,Eugenia,2258.59,25.01,Baja,En observacion,test
1576,Lina,1835.0,25.95,Media,En observacion,train
1577,Susana,1582.74,32.49,Baja,En riesgo,train
1578,Martina,3746.9,20.76,Baja,En observacion,train
1579,Amarilis,3624.83,18.36,Baja,En observacion,train
1580,Salud,3413.44,20.75,Media,Saludable,train
1581,Camila,2311.81,25.91,Baja,En observacion,test
1582,Andrés Felipe,2868.17,19.56,Baja,En observacion,val
1583,Esmeralda,3580.67,20.48,Media,Saludable,val
1584,Bruno,3238.68,18.9,Baja,En observacion,train
1585,Joel,4957.25,17.96,Baja,En observacion,train
1586,Evangelina,1977.54,27.15,Media,En riesgo,val
1587,Isaura,3933.01,19.3,Media,Saludable,val
1588,África,2915.12,23.7,Media,En observacion,train
1589,Lucio,2998.7,21.04,Media,Saludable,train
1590,Javi,4011.59,18.91,Media,Saludable,train
1591,Margarita,3923.53,21.32,Media,Saludable,train
1592,Cipriano,4969.4,16.84,Baja,En observacion,val
1593,Toño,1949.38,26.21,Baja,En riesgo,train
1594,Clímaco,1864.38,26.19,Media,En riesgo,train
1595,Martirio,4035.19,18.83,Media,Saludable,train
1596,Evita,3524.35,20.73,Media,Saludable,train
1597,Juliana,2459.56,23.12,Media,En observacion,val
1598,Salud,1777.97,29.33,Baja,En riesgo,test
1599,Cornelio,1799.8,28.24,Media,En riesgo,train
1600,Vicente,4629.67,18.31,Media,Saludable,train
1601,Flavio,2171.54,25.71,Baja,En observacion,train
1602,Joaquina,2631.8,26.31,Baja,En riesgo,train
1603,Marcelino,2293.3,25.48,Media,En observacion,val
1604,Vera,2742.49,24.14,Media,En observacion,train
1605,Ambrosio,1742.98,29.46,Media,En riesgo,train
1606,Arturo,3316.71,21.33,Baja,En observacion,train
1607,Moreno,1736.64,28.45,Media,En riesgo,train
1608,Natividad,4301.25,19.18,Media,Saludable,train
1609,Basilio,2317.99,23.48,Baja,En observacion,train
1610,Lázaro,3390.04,21.09,Media,Saludable,train
1611,Plinio,4580.28,15.65,Media,Saludable,train
1612,Reinaldo,3778.07,18.97,Media,Saludable,test
1613,Tomás,3365.35,21.95,Media,Saludable,train
1614,Esteban,2635.17,24.43,Media,En observacion,train
1615,Jose Ignacio,2665.51,20.37,Media,Saludable,train
1616,Bernarda,3843.2,19.85,Media,Saludable,train
1617,Sergio,4979.49,18.36,Media,Saludable,train
1618,Clarisa,3816.44,21.32,Media,Saludable,val
1619,Isabel,3452.24,19.98,Media,Saludable,train
1620,Mónica,4057.28,22.12,Baja,En observacion,train
1621,Geraldo,3128.22,20.7,Media,Saludable,test
1622,Francisco,1710.5,28.48,Media,En riesgo,train
1623,Gabino,3468.04,20.61,Media,Saludable,train
1624,Cayetano,4851.69,20.15,Media,Saludable,val
1625,Emilia,2113.56,23.19,Media,En observacion,val
1626,Sabina,3915.02,20.82,Baja,En observacion,train
1627,Roberto,2203.27,28.86,Media,En riesgo,train
1628,Estefanía,3375.4,22.5,Media,En observacion,train
1629,Isabela,1838.37,30.12,Media,En riesgo,val
1630,Jose Angel,3076.3,20.05,Media,Saludable,train
1631,Anastasia,4146.57,21.68,Media,Saludable,train
1632,Ximena,2716.5,22.55,Media,En observacion,train
1633,Dalila,3827.19,20.25,Media,Saludable,train
1634,Eric,4284.07,20.37,Media,Saludable,test
1635,Jesús,4745.12,17.05,Media,Saludable,train
1636,Íñigo,2321.25,26.11,Media,En riesgo,train
1637,Felicia,2897.61,21.65,Media,Saludable,test
1638,José Manuel,2033.46,28.25,Media,En riesgo,val
1639,Ángel,4973.69,16.73,Media,Saludable,train
1640,José Mari,4744.5,17.21,Media,Saludable,train
1641,Griselda,3389.85,19.62,Baja,En observacion,train
1642,Agapito,4447.12,15.9,Baja,En observacion,train
1643,Trini,3323.35,22.21,Media,En observacion,train
1644,Nilda,3682.55,18.6,Media,Saludable,train
1645,Adela,1811.94,25.13,Media,En observacion,val
1646,Valentina,4143.45,19.08,Media,Saludable,test
1647,Lucio,1947.0,26.32,Media,En riesgo,train
1648,Inés,4391.24,18.51,Baja,En observacion,train
1649,Carina,4237.1,17.58,Baja,En observacion,test
1650,Fausto,3980.61,19.71,Baja,En observacion,val
1651,Candelario,1626.56,28.12,Baja,En riesgo,train
1652,Vasco,2560.95,22.5,Baja,En observacion,val
1653,Onofre,2420.89,25.97,Baja,En observacion,train
1654,Diana,2760.48,18.98,Baja,En observacion,train
1655,Marcelino,1806.75,28.6,Media,En riesgo,test
1656,Feliciana,4779.35,15.93,Media,Saludable,train
1657,Teobaldo,3438.31,23.02,Media,En observacion,val
1658,Jenny,2569.34,22.35,Media,En observacion,train
1659,Josué,2889.44,23.52,Media,En observacion,test
1660,Yago,3065.21,22.88,Media,En observacion,val
1661,Ramona,3602.08,18.9,Baja,En observacion,train
1662,Marciano,3304.88,21.24,Media,Saludable,val
1663,Heliodoro,4717.87,18.94,Media,Saludable,test
1664,Rodrigo,3239.37,22.35,Media,En observacion,train
1665,Reyna,4972.55,17.0,Media,Saludable,train
1666,Almudena,4479.99,18.77,Baja,En observacion,train
1667,Custodio,2229.79,25.4,Media,En observacion,train
1668,Jordi,4757.08,18.09,Baja,En observacion,val
1669,Rico,1907.28,29.44,Baja,En riesgo,train
1670,Concha,4361.07,18.82,Media,Saludable,train
1671,Plinio,2832.18,22.93,Media,En observacion,test
1672,Consuelo,4572.91,18.14,Baja,En observacion,val
1673,Manolo,4538.2,21.38,Media,Saludable,test
1674,Juana,4320.74,20.14,Baja,En observacion,test
1675,Manolo,4265.11,16.71,Media,Saludable,train
1676,Alfredo,2566.38,25.7,Media,En observacion,test
1677,Paula,1783.22,29.22,Baja,En riesgo,train
1678,Genoveva,2910.43,19.04,Baja,En observacion,test
1679,Ruy,2107.34,26.98,Media,En riesgo,train
1680,Leonardo,3932.33,20.19,Baja,En observacion,train
1681,Adán,2711.35,22.83,Baja,En observacion,val
1682,Clarisa,4914.64,18.02,Media,Saludable,val
1683,Rosaura,3743.4,18.89,Baja,En observacion,test
1684,Itziar,4378.68,19.12,Baja,En observacion,train
1685,Mayte,1963.84,26.84,Media,En riesgo,train
1686,Marcela,4517.05,17.45,Media,Saludable,test
1687,Augusto,4729.65,17.77,Media,Saludable,val
1688,Visitación,3204.72,21.24,Media,Saludable,train
1689,Eloísa,3621.89,20.84,Media,Saludable,train
1690,Marcia,4176.83,18.54,Media,Saludable,train
1691,Anabel,2111.94,26.94,Media,En riesgo,train
1692,Pepita,3258.98,20.59,Media,Saludable,train
1693,Vera,2895.32,20.78,Media,Saludable,test
1694,Vanesa,2012.31,27.49,Media,En riesgo,train
1695,Luciano,2786.37,22.19,Baja,En observacion,test
1696,Maura,1738.6,26.61,Media,En riesgo,val
1697,Nerea,1590.34,29.99,Baja,En riesgo,train
1698,Jeremías,1973.08,24.51,Baja,En observacion,train
1699,Elvira,4870.9,17.61,Media,Saludable,val
1700,Nidia,3423.35,20.38,Baja,En observacion,train
1701,Pastor,4880.38,14.98,Media,Saludable,test
1702,Isidoro,3013.74,21.03,Media,Saludable,test
1703,Fanny,2591.36,23.76,Media,En observacion,test
1704,Goyo,3271.5,22.14,Media,En observacion,train
1705,Estela,3038.29,19.91,Media,Saludable,val
1706,Josué,1869.83,25.31,Media,En observacion,train
1707,Irene,3742.89,21.77,Media,Saludable,train
1708,Marisol,2256.13,26.63,Media,En riesgo,train
1709,Lorena,3668.56,18.94,Media,Saludable,train
1710,María Fernanda,3775.7,17.92,Media,Saludable,test
1711,Georgina,2032.09,26.53,Media,En riesgo,train
1712,Isa,1714.72,30.38,Media,En riesgo,test
1713,Pili,4232.67,18.02,Media,Saludable,train
1714,Emigdio,3109.3,21.26,Media,Saludable,train
1715,Eusebia,1703.57,28.61,Baja,En riesgo,train
1716,Cleto,4982.03,18.43,Media,Saludable,test
1717,Vera,1702.23,26.02,Media,En riesgo,train
1718,Eulalia,3932.62,17.99,Media,Saludable,val
1719,Flavia,4942.88,17.42,Media,Saludable,train
1720,Aníbal,2337.13,25.2,Media,En observacion,train
1721,Martin,1997.87,28.12,Baja,En riesgo,train
1722,Modesta,1924.85,26.72,Media,En riesgo,val
1723,Valero,2561.46,26.49,Media,En riesgo,val
1724,Anastasio,1853.66,27.3,Media,En riesgo,val
1725,Cruz,3922.56,19.54,Media,Saludable,train
1726,Pánfilo,1718.02,30.65,Media,En riesgo,train
1727,Lupita,3282.98,18.76,Media,Saludable,train
1728,Eleuterio,4988.44,17.54,Baja,En observacion,val
1729,Cipriano,4348.9,18.28,Media,Saludable,train
1730,Virginia,3653.27,18.9,Media,Saludable,train
1731,Manolo,2571.89,24.78,Media,En observacion,train
1732,Nacho,3683.64,19.6,Media,Saludable,val
1733,Mariana,3344.65,22.01,Media,En observacion,train
1734,Severo,2991.29,22.56,Media,En observacion,test
1735,Gabino,1957.49,27.46,Baja,En riesgo,test
1736,Herberto,4603.11,19.24,Media,Saludable,train
1737,Eligio,3074.25,17.13,Media,Saludable,train
1738,Miriam,2181.18,24.96,Media,En observacion,train
1739,Calista,2787.16,23.31,Media,En observacion,val
1740,Sarita,2949.45,20.04,Baja,En observacion,val
1741,Pío,4396.38,18.72,Media,Saludable,train
1742,Bernarda,4067.65,19.88,Media,Saludable,train
1743,Angélica,4192.57,21.65,Media,Saludable,val
1744,Xiomara,1538.61,31.11,Media,En riesgo,train
1745,Leandro,2956.54,22.86,Media,En observacion,train
1746,Paulina,3184.7,20.0,Baja,En observacion,train
1747,Fidel,1567.17,30.16,Media,En riesgo,val
1748,José Ángel,2409.35,25.76,Media,En observacion,train
1749,Xiomara,4161.01,20.89,Media,Saludable,train
1750,Paloma,1979.88,25.7,Media,En observacion,train
1751,Alma,3373.59,21.5,Baja,En observacion,val
1752,Noelia,2253.21,25.81,Media,En observacion,test
1753,Manolo,1542.42,32.32,Media,En riesgo,train
1754,Margarita,2344.21,23.4,Media,En observacion,train
1755,Sabina,4915.56,17.46,Media,Saludable,train
1756,Nilo,4305.38,22.48,Media,En observacion,test
1757,Nilda,4858.52,18.42,Baja,En observacion,train
1758,Darío,3207.49,21.6,Media,Saludable,train
1759,Adelina,1884.08,27.07,Baja,En riesgo,val
1760,Carlos,3417.86,19.71,Media,Saludable,train
1761,Epifanio,3090.32,19.97,Baja,En observacion,val
1762,Marisela,4455.25,18.82,Baja,En observacion,val
1763,Jaime,1843.29,28.53,Baja,En riesgo,test
1764,Rosalina,3208.84,21.16,Media,Saludable,train
1765,Inmaculada,2025.17,22.78,Baja,En observacion,train
1766,Lourdes,2636.37,24.42,Media,En observacion,train
1767,Ileana,4080.75,18.77,Media,Saludable,train
1768,Régulo,3166.06,20.47,Media,Saludable,train
1769,Raquel,2815.61,22.57,Baja,En observacion,test
1770,Nilda,2880.67,22.23,Media,En observacion,val
1771,Cecilia,3108.06,23.21,Baja,En observacion,train
1772,Pío,4247.56,21.18,Media,Saludable,test
1773,Cipriano,4622.3,20.62,Media,Saludable,val
1774,Morena,4843.67,19.13,Baja,En observacion,train
1775,Ruperto,4254.16,19.05,Media,Saludable,train
1776,Alberto,2603.92,22.26,Baja,En observacion,train
1777,Juan Luis,3908.47,18.01,Media,Saludable,train
1778,Brunilda,3031.61,22.98,Media,En observacion,train
1779,Duilio,2391.35,23.4,Baja,En observacion,train
1780,Wálter,4443.05,19.34,Media,Saludable,val
1781,Rafa,1634.49,31.64,Baja,En riesgo,val
1782,Hortensia,4656.17,19.68,Media,Saludable,train
1783,Marianela,3115.17,20.08,Media,Saludable,train
1784,Hortensia,3730.21,19.5,Media,Saludable,val
1785,Juan Francisco,3807.74,19.5,Media,Saludable,test
1786,Daniela,4632.91,18.82,Media,Saludable,train
1787,Rico,3728.34,20.51,Baja,En observacion,train
1788,Pacífica,3648.77,19.18,Media,Saludable,test
1789,Felicia,1733.28,28.92,Baja,En riesgo,val
1790,Ramiro,3314.43,19.39,Media,Saludable,train
1791,Cándido,2025.59,25.87,Media,En observacion,train
1792,Imelda,4081.02,18.23,Baja,En observacion,val
1793,Joaquín,3292.78,18.69,Media,Saludable,train
1794,Adriana,3880.8,18.62,Media,Saludable,test
1795,Amador,1645.86,26.58,Media,En riesgo,train
1796,Estefanía,1796.77,27.63,Baja,En riesgo,train
1797,Soledad,4007.13,20.06,Baja,En observacion,train
1798,Chelo,1752.3,31.62,Media,En riesgo,test
1799,Nacio,1749.4,31.42,Media,En riesgo,train
1800,Yolanda,1542.38,28.23,Baja,En riesgo,test
