id,nombre,ingreso_mensual,nivel_endeudamiento,frecuencia_ahorro,perfil_financiero
1662,Marciano,3304.88,20.61,Media,Saludable
1663,Heliodoro,4717.87,19.63,Baja,En observacion
1664,Rodrigo,3239.37,21.86,Media,Saludable
1665,Reyna,4972.55,18.34,Media,Saludable
1666,Almudena,4479.99,17.69,Baja,En observacion
1667,Custodio,2229.79,24.89,Baja,En observacion
1668,Jordi,4757.08,19.15,Media,Saludable
1669,Rico,1907.28,26.9,Baja,En riesgo
1670,Concha,4361.07,19.23,Media,Saludable
1671,Plinio,2832.18,21.83,Media,Saludable
1672,Consuelo,4572.91,19.35,Baja,En observacion
1673,Manolo,4538.2,20.27,Media,Saludable
1674,Juana,4320.74,19.17,Baja,En observacion
1675,Manolo,4265.11,18.99,Media,Saludable
1676,Alfredo,2566.38,22.86,Media,En observacion
1677,Paula,1783.22,29.68,Media,En riesgo
1678,Genoveva,2910.43,23.73,Baja,En observacion
1679,Ruy,2107.34,28.54,Media,En riesgo
1680,Leonardo,3932.33,17.65,Baja,En observacion
1681,Adán,2711.35,23.63,Baja,En observacion
1682,Clarisa,4914.64,19.67,Media,Saludable
1683,Rosaura,3743.4,20.11,Baja,En observacion
1684,Itziar,4378.68,18.68,Baja,En observacion
1685,Mayte,1963.84,28.5,Media,En riesgo
1686,Marcela,4517.05,19.3,Media,Saludable
1687,Augusto,4729.65,18.93,Media,Saludable
1688,Visitación,3204.72,23.88,Media,En observacion
1689,Eloísa,3621.89,21.17,Media,Saludable
1690,Marcia,4176.83,20.08,Media,Saludable
1691,Anabel,2111.94,26.67,Media,En riesgo
1692,Pepita,3258.98,22.75,Media,En observacion
1693,Vera,2895.32,21.48,Media,Saludable
1694,Vanesa,2012.31,25.03,Media,En observacion
1695,Luciano,2786.37,23.45,Baja,En observacion
1696,Maura,1738.6,29.59,Media,En riesgo
1697,Nerea,1590.34,31.81,Baja,En riesgo
1698,Jeremías,1973.08,26.25,Baja,En riesgo
1699,Elvira,4870.9,18.85,Media,Saludable
1700,Nidia,3423.35,22.46,Baja,En observacion
1701,Pastor,4880.38,19.53,Media,Saludable
1702,Isidoro,3013.74,22.71,Media,En observacion
1703,Fanny,2591.36,22.01,Media,En observacion
1704,Goyo,3271.5,22.17,Media,En observacion
1705,Estela,3038.29,21.85,Media,Saludable
1706,Josué,1869.83,28.91,Media,En riesgo
1707,Irene,3742.89,19.45,Baja,En observacion
1708,Marisol,2256.13,27.34,Media,En riesgo
1709,Lorena,3668.56,20.09,Media,Saludable
1710,María Fernanda,3775.7,22.08,Media,En observacion
1711,Georgina,2032.09,27.57,Media,En riesgo
1712,Isa,1714.72,29.45,Baja,En riesgo
1713,Pili,4232.67,19.27,Media,Saludable
1714,Emigdio,3109.3,20.71,Media,Saludable
1715,Eusebia,1703.57,27.37,Baja,En riesgo
1716,Cleto,4982.03,20.4,Media,Saludable
1717,Vera,1702.23,29.37,Media,En riesgo
1718,Eulalia,3932.62,18.5,Media,Saludable
1719,Flavia,4942.88,18.67,Media,Saludable
1720,Aníbal,2337.13,26.1,Media,En riesgo
1721,Martin,1997.87,27.44,Media,En riesgo
1722,Modesta,1924.85,29.33,Media,En riesgo
1723,Valero,2561.46,23.6,Media,En observacion
1724,Anastasio,1853.66,29.12,Media,En riesgo
1725,Cruz,3922.56,19.47,Media,Saludable
1726,Pánfilo,1718.02,31.94,Media,En riesgo
1727,Lupita,3282.98,24.29,Media,En observacion
1728,Eleuterio,4988.44,17.82,Media,Saludable
1729,Cipriano,4348.9,19.58,Media,Saludable
1730,Virginia,3653.27,19.85,Media,Saludable
1731,Manolo,2571.89,23.55,Media,En observacion
1732,Nacho,3683.64,20.81,Media,Saludable
1733,Mariana,3344.65,21.06,Media,Saludable
1734,Severo,2991.29,22.48,Media,En observacion
1735,Gabino,1957.49,27.84,Baja,En riesgo
1736,Herberto,4603.11,17.02,Media,Saludable
1737,Eligio,3074.25,24.04,Media,En observacion
1738,Miriam,2181.18,25.62,Media,En observacion
1739,Calista,2787.16,23.95,Baja,En observacion
1740,Sarita,2949.45,23.94,Baja,En observacion
1741,Pío,4396.38,19.09,Media,Saludable
1742,Bernarda,4067.65,20.03,Media,Saludable
1743,Angélica,4192.57,17.32,Media,Saludable
1744,Xiomara,1538.61,31.92,Media,En riesgo
1745,Leandro,2956.54,21.4,Media,Saludable
1746,Paulina,3184.7,21.66,Baja,En observacion
1747,Fidel,1567.17,30.14,Media,En riesgo
1748,José Ángel,2409.35,24.37,Media,En observacion
1749,Xiomara,4161.01,20.12,Media,Saludable
1750,Paloma,1979.88,27.92,Media,En riesgo
1751,Alma,3373.59,21.33,Baja,En observacion
1752,Noelia,2253.21,26.22,Baja,En riesgo
1753,Manolo,1542.42,32.87,Media,En riesgo
1754,Margarita,2344.21,24.69,Media,En observacion
1755,Sabina,4915.56,19.92,Media,Saludable
1756,Nilo,4305.38,18.95,Media,Saludable
1757,Nilda,4858.52,16.22,Baja,En observacion
1758,Darío,3207.49,22.04,Media,En observacion
1759,Adelina,1884.08,28.24,Baja,En riesgo
1760,Carlos,3417.86,20.95,Media,Saludable
1761,Epifanio,3090.32,24.0,Baja,En observacion
1762,Marisela,4455.25,20.07,Baja,En observacion
1763,Jaime,1843.29,28.09,Baja,En riesgo
1764,Rosalina,3208.84,21.69,Media,Saludable
1765,Inmaculada,2025.17,26.95,Baja,En riesgo
1766,Lourdes,2636.37,22.98,Baja,En observacion
1767,Ileana,4080.75,20.83,Media,Saludable
1768,Régulo,3166.06,21.23,Media,Saludable
1769,Raquel,2815.61,21.64,Baja,En observacion
1770,Nilda,2880.67,21.55,Media,Saludable
1771,Cecilia,3108.06,22.89,Baja,En observacion
1772,Pío,4247.56,20.54,Media,Saludable
1773,Cipriano,4622.3,17.91,Media,Saludable
1774,Morena,4843.67,17.69,Baja,En observacion
1775,Ruperto,4254.16,19.74,Media,Saludable
1776,Alberto,2603.92,23.06,Baja,En observacion
1777,Juan Luis,3908.47,19.66,Media,Saludable
1778,Brunilda,3031.61,21.28,Media,Saludable
1779,Duilio,2391.35,24.57,Baja,En observacion
1780,Wálter,4443.05,18.9,Media,Saludable
1781,Rafa,1634.49,29.49,Baja,En riesgo
1782,Hortensia,4656.17,18.86,Baja,En observacion
1783,Marianela,3115.17,22.11,Media,En observacion
1784,Hortensia,3730.21,19.54,Media,Saludable
1785,Juan Francisco,3807.74,21.1,Baja,En observacion
1786,Daniela,4632.91,19.36,Media,Saludable
1787,Rico,3728.34,20.62,Baja,En observacion
1788,Pacífica,3648.77,19.06,Media,Saludable
1789,Felicia,1733.28,32.19,Media,En riesgo
1790,Ramiro,3314.43,20.08,Media,Saludable
1791,Cándido,2025.59,26.03,Media,En riesgo
1792,Imelda,4081.02,20.24,Baja,En observacion
1793,Joaquín,3292.78,21.02,Media,Saludable
1794,Adriana,3880.8,18.47,Media,Saludable
1795,Amador,1645.86,30.08,Baja,En riesgo
1796,Estefanía,1796.77,29.26,Media,En riesgo
1797,Soledad,4007.13,20.75,Baja,En observacion
1798,Chelo,1752.3,30.22,Media,En riesgo
1799,Nacio,1749.4,29.78,Media,En riesgo
1800,Yolanda,1542.38,32.25,Baja,En riesgo
