id,nombre,ingreso_mensual,nivel_endeudamiento,frecuencia_ahorro,perfil_financiero,split
1544,Ramona,2397.97,23.32,Media,En observacion,train
1545,Valerio,4870.24,17.93,Baja,En observacion,train
1546,Cornelio,3192.41,21.17,Baja,En observacion,val
1547,Begoña,4320.97,20.92,Media,Saludable,test
1548,Visitación,3425.79,22.98,Baja,En observacion,train
1549,Yago,1651.94,27.72,Baja,En riesgo,train
1550,Albino,3716.03,18.49,Media,Saludable,train
1551,Lorenza,4829.91,18.77,Media,Saludable,test
1552,Ernesto,3605.64,18.88,Media,Saludable,test
1553,Sebastián,4367.16,18.68,Baja,En observacion,val
1554,Sabina,4594.72,20.04,Media,Saludable,train
1555,Fátima,2298.28,26.4,Baja,En riesgo,train
1556,Fabián,2242.16,25.34,Media,En observacion,train
1557,Carlito,3638.43,17.93,Media,Saludable,val
1558,Adora,2938.6,21.42,Baja,En observacion,test
1559,Merche,4439.51,19.07,Media,Saludable,test
1560,Juan Manuel,4650.08,19.55,Baja,En observacion,val
1561,Nilo,2736.97,22.27,Media,En observacion,test
1562,Estrella,2329.05,21.58,Baja,En observacion,test
1563,Jimena,4231.84,18.65,Media,Saludable,train
1564,Rómulo,2461.82,23.99,Media,En observacion,val
1565,Florentina,4379.15,17.77,Media,Saludable,train
1566,Cecilio,2983.08,21.76,Baja,En observacion,test
1567,Reyes,3836.42,21.94,Baja,En observacion,val
1568,Nando,1834.37,28.2,Media,En riesgo,test
1569,Reyes,3683.51,23.6,Media,En observacion,train
1570,Ileana,3081.19,21.44,Baja,En observacion,train
1571,Rosa María,3553.13,18.77,Media,Saludable,train
1572,Bibiana,2088.05,28.08,Media,En riesgo,train
1573,Ricardo,4079.06,18.04,Media,Saludable,val
1574,Maximiliano,4519.79,19.81,Baja,En observacion,train
1575,Eugenia,2258.59,25.34,Baja,En observacion,train
1576,Lina,1835.0,27.39,Media,En riesgo,train
1577,Susana,1582.74,30.08,Baja,En riesgo,train
1578,Martina,3746.9,20.28,Baja,En observacion,train
1579,Amarilis,3624.83,19.26,Baja,En observacion,train
1580,Salud,3413.44,21.24,Media,Saludable,train
1581,Camila,2311.81,25.14,Baja,En observacion,train
1582,Andrés Felipe,2868.17,20.94,Baja,En observacion,train
1583,Esmeralda,3580.67,20.81,Media,Saludable,train
1584,Bruno,3238.68,22.68,Baja,En observacion,train
1585,Joel,4957.25,16.0,Baja,En observacion,train
1586,Evangelina,1977.54,24.2,Baja,En observacion,train
1587,Isaura,3933.01,18.53,Media,Saludable,train
1588,África,2915.12,21.52,Media,Saludable,val
1589,Lucio,2998.7,20.2,Media,Saludable,train
1590,Javi,4011.59,22.22,Media,En observacion,train
1591,Margarita,3923.53,20.24,Media,Saludable,train
1592,Cipriano,4969.4,16.93,Media,Saludable,train
1593,Toño,1949.38,26.01,Baja,En riesgo,val
1594,Clímaco,1864.38,27.39,Media,En riesgo,train
1595,Martirio,4035.19,17.41,Media,Saludable,train
1596,Evita,3524.35,19.52,Baja,En observacion,train
1597,Juliana,2459.56,23.18,Media,En observacion,train
1598,Salud,1777.97,27.96,Baja,En riesgo,val
1599,Cornelio,1799.8,25.18,Media,En observacion,test
1600,Vicente,4629.67,18.73,Baja,En observacion,train
1601,Flavio,2171.54,25.15,Media,En observacion,train
1602,Joaquina,2631.8,22.85,Baja,En observacion,val
1603,Marcelino,2293.3,24.06,Media,En observacion,test
1604,Vera,2742.49,22.23,Media,En observacion,val
1605,Ambrosio,1742.98,29.38,Baja,En riesgo,test
1606,Arturo,3316.71,20.09,Baja,En observacion,train
1607,Moreno,1736.64,25.16,Baja,En observacion,train
1608,Natividad,4301.25,19.45,Media,Saludable,train
1609,Basilio,2317.99,24.69,Baja,En observacion,train
1610,Lázaro,3390.04,20.3,Media,Saludable,train
1611,Plinio,4580.28,18.1,Media,Saludable,test
1612,Reinaldo,3778.07,21.75,Media,Saludable,test
1613,Tomás,3365.35,19.66,Media,Saludable,train
1614,Esteban,2635.17,20.82,Media,Saludable,test
1615,Jose Ignacio,2665.51,22.77,Media,En observacion,train
1616,Bernarda,3843.2,18.8,Media,Saludable,test
1617,Sergio,4979.49,16.87,Baja,En observacion,train
1618,Clarisa,3816.44,18.72,Media,Saludable,train
1619,Isabel,3452.24,20.44,Media,Saludable,test
1620,Mónica,4057.28,18.4,Media,Saludable,train
1621,Geraldo,3128.22,21.03,Media,Saludable,val
1622,Francisco,1710.5,26.38,Media,En riesgo,train
1623,Gabino,3468.04,20.99,Media,Saludable,val
1624,Cayetano,4851.69,16.63,Media,Saludable,test
1625,Emilia,2113.56,22.81,Media,En observacion,train
1626,Sabina,3915.02,21.54,Media,Saludable,train
1627,Roberto,2203.27,27.71,Media,En riesgo,train
1628,Estefanía,3375.4,21.17,Media,Saludable,val
1629,Isabela,1838.37,27.43,Baja,En riesgo,train
1630,Jose Angel,3076.3,21.42,Media,Saludable,val
1631,Anastasia,4146.57,20.0,Media,Saludable,train
1632,Ximena,2716.5,23.06,Baja,En observacion,train
1633,Dalila,3827.19,20.69,Media,Saludable,train
1634,Eric,4284.07,16.66,Media,Saludable,train
1635,Jesús,4745.12,19.65,Media,Saludable,train
1636,Íñigo,2321.25,25.13,Media,En observacion,train
1637,Felicia,2897.61,22.1,Media,En observacion,train
1638,José Manuel,2033.46,24.8,Media,En observacion,train
1639,Ángel,4973.69,19.83,Media,Saludable,train
1640,José Mari,4744.5,16.6,Baja,En observacion,test
1641,Griselda,3389.85,24.31,Media,En observacion,test
1642,Agapito,4447.12,17.5,Baja,En observacion,val
1643,Trini,3323.35,20.06,Media,Saludable,test
1644,Nilda,3682.55,17.46,Media,Saludable,train
1645,Adela,1811.94,27.15,Media,En riesgo,test
1646,Valentina,4143.45,17.85,Media,Saludable,train
1647,Lucio,1947.0,27.22,Media,En riesgo,train
1648,Inés,4391.24,20.57,Media,Saludable,train
1649,Carina,4237.1,16.23,Baja,En observacion,train
1650,Fausto,3980.61,18.33,Baja,En observacion,train
1651,Candelario,1626.56,31.08,Baja,En riesgo,train
1652,Vasco,2560.95,24.38,Baja,En observacion,val
1653,Onofre,2420.89,22.18,Baja,En observacion,train
1654,Diana,2760.48,18.31,Baja,En observacion,train
1655,Marcelino,1806.75,26.53,Media,En riesgo,train
1656,Feliciana,4779.35,17.9,Media,Saludable,test
1657,Teobaldo,3438.31,21.6,Media,Saludable,train
1658,Jenny,2569.34,22.76,Media,En observacion,val
1659,Josué,2889.44,22.18,Baja,En observacion,val
1660,Yago,3065.21,20.63,Media,Saludable,test
1661,Ramona,3602.08,20.57,Media,Saludable,train
1662,Marciano,3304.88,19.98,Media,Saludable,train
1663,Heliodoro,4717.87,17.61,Baja,En observacion,train
1664,Rodrigo,3239.37,21.6,Media,Saludable,test
1665,Reyna,4972.55,19.6,Media,Saludable,train
1666,Almudena,4479.99,19.51,Baja,En observacion,test
1667,Custodio,2229.79,22.91,Baja,En observacion,train
1668,Jordi,4757.08,16.45,Media,Saludable,train
1669,Rico,1907.28,28.56,Baja,En riesgo,train
1670,Concha,4361.07,18.39,Media,Saludable,train
1671,Plinio,2832.18,21.79,Media,Saludable,test
1672,Consuelo,4572.91,17.2,Baja,En observacion,train
1673,Manolo,4538.2,16.67,Media,Saludable,train
1674,Juana,4320.74,18.88,Baja,En observacion,train
1675,Manolo,4265.11,19.44,Media,Saludable,train
1676,Alfredo,2566.38,22.32,Media,En observacion,train
1677,Paula,1783.22,27.2,Media,En riesgo,train
1678,Genoveva,2910.43,22.94,Baja,En observacion,test
1679,Ruy,2107.34,23.55,Media,En observacion,train
1680,Leonardo,3932.33,20.08,Baja,En observacion,train
1681,Adán,2711.35,20.86,Baja,En observacion,train
1682,Clarisa,4914.64,18.77,Media,Saludable,train
1683,Rosaura,3743.4,17.77,Baja,En observacion,train
1684,Itziar,4378.68,17.69,Baja,En observacion,train
1685,Mayte,1963.84,27.07,Baja,En riesgo,test
1686,Marcela,4517.05,17.48,Baja,En observacion,test
1687,Augusto,4729.65,17.24,Media,Saludable,train
1688,Visitación,3204.72,21.57,Media,Saludable,test
1689,Eloísa,3621.89,23.48,Media,En observacion,train
1690,Marcia,4176.83,19.18,Media,Saludable,val
1691,Anabel,2111.94,27.44,Media,En riesgo,val
1692,Pepita,3258.98,22.93,Media,En observacion,val
1693,Vera,2895.32,23.98,Media,En observacion,train
1694,Vanesa,2012.31,23.97,Media,En observacion,train
1695,Luciano,2786.37,21.41,Baja,En observacion,test
1696,Maura,1738.6,26.99,Media,En riesgo,val
1697,Nerea,1590.34,31.16,Baja,En riesgo,train
1698,Jeremías,1973.08,27.51,Baja,En riesgo,train
1699,Elvira,4870.9,15.74,Media,Saludable,train
1700,Nidia,3423.35,21.22,Baja,En observacion,train
1701,Pastor,4880.38,14.81,Media,Saludable,train
1702,Isidoro,3013.74,18.73,Media,Saludable,train
1703,Fanny,2591.36,23.59,Media,En observacion,train
1704,Goyo,3271.5,19.72,Media,Saludable,train
1705,Estela,3038.29,23.23,Media,En observacion,train
1706,Josué,1869.83,27.24,Baja,En riesgo,val
1707,Irene,3742.89,20.71,Baja,En observacion,val
1708,Marisol,2256.13,26.83,Media,En riesgo,train
1709,Lorena,3668.56,19.64,Media,Saludable,train
1710,María Fernanda,3775.7,20.92,Media,Saludable,test
1711,Georgina,2032.09,28.57,Media,En riesgo,test
1712,Isa,1714.72,28.28,Media,En riesgo,train
1713,Pili,4232.67,19.01,Media,Saludable,train
1714,Emigdio,3109.3,21.02,Media,Saludable,val
1715,Eusebia,1703.57,29.51,Baja,En riesgo,test
1716,Cleto,4982.03,18.38,Media,Saludable,val
1717,Vera,1702.23,30.33,Media,En riesgo,train
1718,Eulalia,3932.62,20.51,Media,Saludable,train
1719,Flavia,4942.88,18.18,Baja,En observacion,train
1720,Aníbal,2337.13,24.2,Media,En observacion,test
1721,Martin,1997.87,26.86,Media,En riesgo,train
1722,Modesta,1924.85,24.14,Media,En observacion,train
1723,Valero,2561.46,24.21,Media,En observacion,train
1724,Anastasio,1853.66,28.55,Media,En riesgo,test
1725,Cruz,3922.56,18.13,Media,Saludable,train
1726,Pánfilo,1718.02,30.71,Media,En riesgo,train
1727,Lupita,3282.98,19.57,Media,Saludable,val
1728,Eleuterio,4988.44,20.39,Media,Saludable,test
1729,Cipriano,4348.9,15.75,Media,Saludable,train
1730,Virginia,3653.27,17.74,Media,Saludable,train
1731,Manolo,2571.89,23.98,Media,En observacion,val
1732,Nacho,3683.64,16.43,Media,Saludable,val
1733,Mariana,3344.65,20.33,Media,Saludable,train
1734,Severo,2991.29,23.46,Media,En observacion,train
1735,Gabino,1957.49,27.83,Baja,En riesgo,train
1736,Herberto,4603.11,16.66,Media,Saludable,train
1737,Eligio,3074.25,19.4,Media,Saludable,train
1738,Miriam,2181.18,26.75,Media,En riesgo,train
1739,Calista,2787.16,24.07,Media,En observacion,train
1740,Sarita,2949.45,19.29,Baja,En observacion,val
1741,Pío,4396.38,19.03,Media,Saludable,train
1742,Bernarda,4067.65,17.15,Media,Saludable,train
1743,Angélica,4192.57,17.85,Media,Saludable,test
1744,Xiomara,1538.61,27.73,Media,En riesgo,train
1745,Leandro,2956.54,21.03,Media,Saludable,test
1746,Paulina,3184.7,18.67,Baja,En observacion,val
1747,Fidel,1567.17,32.78,Media,En riesgo,train
1748,José Ángel,2409.35,25.43,Media,En observacion,train
1749,Xiomara,4161.01,17.52,Media,Saludable,val
1750,Paloma,1979.88,29.15,Media,En riesgo,train
1751,Alma,3373.59,19.41,Baja,En observacion,train
1752,Noelia,2253.21,25.6,Baja,En observacion,test
1753,Manolo,1542.42,31.53,Media,En riesgo,test
1754,Margarita,2344.21,25.12,Media,En observacion,train
1755,Sabina,4915.56,17.8,Media,Saludable,train
1756,Nilo,4305.38,17.39,Media,Saludable,train
1757,Nilda,4858.52,19.1,Baja,En observacion,test
1758,Darío,3207.49,21.05,Media,Saludable,test
1759,Adelina,1884.08,30.38,Baja,En riesgo,train
1760,Carlos,3417.86,20.46,Media,Saludable,val
1761,Epifanio,3090.32,20.58,Media,Saludable,test
1762,Marisela,4455.25,19.36,Baja,En observacion,train
1763,Jaime,1843.29,28.34,Baja,En riesgo,train
1764,Rosalina,3208.84,21.6,Media,Saludable,train
1765,Inmaculada,2025.17,24.72,Baja,En observacion,train
1766,Lourdes,2636.37,21.98,Baja,En observacion,val
1767,Ileana,4080.75,18.58,Media,Saludable,train
1768,Régulo,3166.06,20.89,Media,Saludable,val
1769,Raquel,2815.61,22.2,Baja,En observacion,train
1770,Nilda,2880.67,19.63,Media,Saludable,test
1771,Cecilia,3108.06,21.83,Baja,En observacion,test
1772,Pío,4247.56,19.46,Media,Saludable,train
1773,Cipriano,4622.3,17.03,Media,Saludable,test
1774,Morena,4843.67,16.32,Media,Saludable,train
1775,Ruperto,4254.16,19.68,Media,Saludable,val
1776,Alberto,2603.92,25.76,Baja,En observacion,train
1777,Juan Luis,3908.47,19.44,Media,Saludable,train
1778,Brunilda,3031.61,21.9,Media,Saludable,train
1779,Duilio,2391.35,23.35,Baja,En observacion,train
1780,Wálter,4443.05,19.86,Media,Saludable,val
1781,Rafa,1634.49,30.78,Baja,En riesgo,val
1782,Hortensia,4656.17,17.1,Media,Saludable,train
1783,Marianela,3115.17,22.96,Media,En observacion,train
1784,Hortensia,3730.21,19.59,Baja,En observacion,train
1785,Juan Francisco,3807.74,21.08,Baja,En observacion,train
1786,Daniela,4632.91,16.16,Media,Saludable,val
1787,Rico,3728.34,18.68,Baja,En observacion,train
1788,Pacífica,3648.77,23.36,Media,En observacion,train
1789,Felicia,1733.28,25.88,Media,En observacion,test
1790,Ramiro,3314.43,20.83,Media,Saludable,train
1791,Cándido,2025.59,27.63,Media,En riesgo,val
1792,Imelda,4081.02,20.3,Baja,En observacion,test
1793,Joaquín,3292.78,21.53,Media,Saludable,val
1794,Adriana,3880.8,18.31,Media,Saludable,train
1795,Amador,1645.86,26.5,Baja,En riesgo,test
1796,Estefanía,1796.77,29.83,Baja,En riesgo,train
1797,Soledad,4007.13,19.3,Baja,En observacion,train
1798,Chelo,1752.3,29.11,Media,En riesgo,val
1799,Nacio,1749.4,28.66,Media,En riesgo,train
1800,Yolanda,1542.38,30.07,Baja,En riesgo,train
